Format: index, leftIndex, rightIndex, class - uX, uY, vX, vY, thresh - Score
772, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
773, 794, 795, -1 - 4, -30, -25, 11, -71.727653 - 0.462829
774, 796, 797, -1 - 0, -37, 27, 22, -30.582598 - 0.970951
775, 798, 799, -1 - -11, -14, 33, -19, -3.128147 - 0.131107
776, 800, 801, -1 - -4, -38, 3, -10, -1.223792 - 0.018378
777, 802, 803, -1 - -20, -17, 46, -33, -4.910428 - 0.113143
778, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
779, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
780, 804, 805, -1 - -3, 7, -12, -9, 27.780999 - 0.420776
781, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
782, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
783, 806, 807, -1 - -7, 43, -2, -45, 73.100986 - 0.021314
784, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
785, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
786, 808, 809, -1 - 15, -1, 58, 11, 44.999542 - 0.162326
787, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
788, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
789, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
790, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
791, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
792, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
793, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
794, 810, 811, -1 - -26, -4, 4, 28, -78.258614 - 0.428264
795, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
796, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
797, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
798, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
799, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
800, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
801, 812, 813, -1 - -15, 5, 21, 36, -65.654469 - 0.012766
802, 814, 815, -1 - 8, 15, 0, 19, -27.811518 - 0.049503
803, 816, 817, -1 - 0, -32, -28, -1, -76.775414 - 0.380733
804, 818, 819, -1 - 8, -21, 2, -42, -55.247658 - 0.961237
805, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
806, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
807, 820, 821, -1 - 0, 5, 6, 17, -81.499680 - 0.353359
808, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
809, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
810, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
811, 822, 823, -1 - 56, -18, -21, -18, -2.127140 - 0.954434
812, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
813, 824, 825, -1 - 54, 23, 2, 3, -16.806543 - 0.503258
814, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
815, 826, 827, -1 - -4, 12, 51, -28, -3.042695 - 0.141725
816, 828, 829, -1 - -6, 15, 8, 17, -19.309061 - 0.154464
817, 830, 831, -1 - -2, 8, -1, 18, -22.519608 - 0.325045
818, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
819, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
820, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
821, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
822, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
823, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
824, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
825, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
826, 832, 833, -1 - 56, -18, -21, -18, -2.127140 - 0.118731
827, 834, 835, -1 - -44, -28, -21, 7, 13.608203 - 0.650022
828, 836, 837, -1 - -28, 46, -7, 15, 42.326121 - 1.000000
829, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
830, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
831, 838, 839, -1 - -40, 3, 18, 25, 87.426374 - 0.281745
832, 840, 841, -1 - 25, 23, -3, -27, -92.815943 - 0.360494
833, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
834, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
835, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
836, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
837, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
838, 842, 843, -1 - 27, 43, 3, -31, 97.363201 - 0.617511
839, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
840, 844, 845, -1 - -11, 20, -5, -32, -54.307688 - 0.503258
841, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
842, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
843, 846, 847, -1 - -19, -26, 20, -39, -1.785333 - 0.721928
844, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
845, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
846, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
847, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
