Format: index, leftIndex, rightIndex, class - uX, uY, vX, vY, thresh - Score
378, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
379, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
380, 520, 521, -1 - 24, -6, 0, 1, -4.129154 - 0.391244
381, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
382, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
383, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
384, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
385, 522, 523, -1 - -22, 8, -1, -17, -84.740745 - 0.470735
386, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
387, 524, 525, -1 - -41, -36, 14, 55, 78.545488 - 0.764204
388, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
389, 526, 527, -1 - 48, -16, -41, 3, -81.066317 - 0.609496
390, 528, 529, -1 - 0, 10, 9, -28, 62.175359 - 0.032795
391, 530, 531, -1 - -3, 7, -12, -9, 27.780999 - 0.451804
392, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
393, 532, 533, -1 - -11, -6, -18, -13, -7.083346 - 0.037369
394, 534, 535, -1 - 36, 28, -26, 15, -91.131321 - 0.156942
395, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
396, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
397, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
398, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
399, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
400, 536, 537, -1 - 5, 13, 24, -38, 39.182714 - 0.650022
401, 538, 539, -1 - 50, -30, 12, -58, -25.333415 - 0.015537
402, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
403, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
404, 0, 0, 18 - 0, 0, 0, 0, 0.000000 - 0.000000
405, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
406, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
407, 0, 0, 21 - 0, 0, 0, 0, 0.000000 - 0.000000
408, 0, 0, 1 - 0, 0, 0, 0, 0.000000 - 0.000000
409, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
410, 540, 541, -1 - 0, -55, 46, -35, -85.839412 - 0.863121
411, 0, 0, 20 - 0, 0, 0, 0, 0.000000 - 0.000000
412, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
413, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
414, 542, 543, -1 - -44, -6, -24, 0, 33.817560 - 0.890492
415, 544, 545, -1 - 9, -10, 11, 0, -23.191015 - 0.318215
416, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
417, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
418, 0, 0, 3 - 0, 0, 0, 0, 0.000000 - 0.000000
419, 0, 0, 4 - 0, 0, 0, 0, 0.000000 - 0.000000
420, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
421, 546, 547, -1 - -31, 14, 50, 4, -32.340464 - 0.410727
422, 548, 549, -1 - -10, -33, 7, 0, 70.000305 - 0.002600
423, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
424, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
425, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
426, 550, 551, -1 - -29, -10, -13, -33, -17.813654 - 0.881291
427, 552, 553, -1 - -24, -10, 0, 44, 13.327433 - 0.015645
428, 0, 0, 12 - 0, 0, 0, 0, 0.000000 - 0.000000
429, 0, 0, 13 - 0, 0, 0, 0, 0.000000 - 0.000000
430, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
431, 0, 0, 11 - 0, 0, 0, 0, 0.000000 - 0.000000
432, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
433, 554, 555, -1 - 4, 0, -7, 23, -30.027161 - 0.439497
434, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
435, 0, 0, 15 - 0, 0, 0, 0, 0.000000 - 0.000000
436, 0, 0, 17 - 0, 0, 0, 0, 0.000000 - 0.000000
437, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
438, 556, 557, -1 - 18, -9, -13, 1, -72.283090 - 0.918296
439, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
440, 0, 0, 2 - 0, 0, 0, 0, 0.000000 - 0.000000
441, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
442, 558, 559, -1 - 0, 0, 49, -24, -40.684225 - 1.000000
443, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
444, 560, 561, -1 - 23, -3, 44, -14, 74.083682 - 0.285572
445, 562, 563, -1 - 24, 1, 3, 4, 80.339976 - 0.003919
446, 0, 0, 16 - 0, 0, 0, 0, 0.000000 - 0.000000
447, 0, 0, 10 - 0, 0, 0, 0, 0.000000 - 0.000000
448, 0, 0, 14 - 0, 0, 0, 0, 0.000000 - 0.000000
