4000
34	-4	-5	-34	3.012177
-48	12	-2	1	-2.273629
6	0	0	0	-93.548387
24	-19	-29	-7	-79.400006
-5	-4	-7	-26	12.021241
-33	-48	-8	-21	76.537370
5	-44	-27	14	66.826380
-21	16	50	1	32.297739
21	21	6	1	49.009674
0	-1	-15	-36	-14.828944
10	-51	-15	17	-59.178442
4	33	-48	2	15.683462
-24	5	2	-7	-97.582934
-21	54	14	-47	-57.866146
-12	-42	-5	0	36.765648
10	27	0	-9	-25.247963
-1	-26	5	42	87.108982
28	25	-2	-3	63.396100
5	-24	5	23	-86.773278
2	-39	-3	0	-97.723319
30	-33	-5	-27	6.472976
40	-27	-24	-11	-50.376904
-16	27	-9	-48	-36.429945
-33	20	13	10	37.730033
-54	10	0	-34	-23.593860
-30	-24	13	33	-95.861690
35	-22	20	-31	-73.052156
41	-3	19	53	-47.984252
25	-14	15	27	-45.213172
0	0	-25	17	-48.710593
50	25	10	-6	34.983367
-52	7	-12	-20	11.459700
-21	-37	-3	-6	53.209021
-5	-2	22	22	-8.688620
-39	-21	-30	-30	-13.418989
0	19	28	-6	-79.711295
-48	-24	-40	41	77.355266
-20	46	18	40	-81.707205
51	-27	39	28	-32.407605
24	32	-4	-8	-54.057436
-16	-1	0	-37	-82.311472
8	-1	37	-14	11.276589
-10	-52	20	-44	69.335002
31	-12	-23	6	7.260353
-1	33	51	18	-29.819636
-12	-41	10	-48	-98.602252
14	-15	-47	15	-6.179998
6	-46	6	24	2.523881
0	-43	-15	-45	-88.470107
10	-44	1	2	26.932585
38	-8	42	31	88.488418
-1	-13	-14	-29	76.946318
-3	14	-6	19	-30.057680
39	44	8	-44	-52.085940
-14	-9	-4	30	17.136143
6	6	-4	13	33.628346
-52	21	19	-18	-65.037996
-6	29	13	-44	85.784478
-38	22	-9	8	-17.160558
10	28	-2	-31	-10.415967
28	-7	10	-2	61.601611
-3	0	13	42	2.108829
-25	47	-33	-11	71.489608
1	0	10	-11	25.595874
11	15	3	-11	78.771325
-34	42	5	25	-88.134404
-3	-3	-46	-30	11.044649
0	5	6	17	-81.499680
-15	5	0	-11	-98.474075
37	13	-14	-24	-18.539995
-6	46	-2	1	-77.117222
-6	-2	2	5	55.967895
-2	2	-20	54	-46.586505
5	13	24	-38	39.182714
-20	34	47	-24	-85.009308
-37	-36	-19	-30	55.217139
-28	10	0	1	-75.841548
0	6	23	-14	66.301462
-16	5	-3	-1	94.195379
-11	-14	33	-19	-3.128147
1	21	46	15	59.111301
1	19	1	3	-67.003388
6	-22	14	-1	18.808557
-27	10	-25	16	-41.752373
39	-24	18	-20	-83.306375
-14	33	-16	-7	17.734306
-22	4	-18	16	-73.070467
3	24	-2	4	-76.635029
15	-57	30	-17	78.215888
41	42	-2	0	-54.466384
-12	46	32	19	-90.752892
31	6	44	-39	34.580523
-33	16	28	-1	23.789178
-41	-36	14	55	78.545488
-15	-25	35	-43	47.636341
-23	-41	-5	-29	73.302408
-32	-12	-11	-16	-36.454360
47	15	-11	17	-71.678823
-11	36	-5	-15	-85.741752
38	4	-42	0	19.315165
-10	16	22	6	-93.420209
-3	-12	35	-3	-47.666860
-42	23	-14	-30	-55.040132
14	3	-10	12	-51.701407
39	-1	48	15	97.082430
27	-18	-1	-18	16.483047
1	0	27	-22	-29.233680
-27	11	13	0	85.937071
12	11	-14	10	-13.376263
12	11	-13	37	-70.097964
-1	-3	-39	11	74.907682
4	-8	24	-1	74.248482
48	-20	4	0	-41.740165
-12	53	-32	38	-45.133824
-6	16	-2	2	45.152135
-13	-15	38	-35	-78.191473
8	-10	26	18	75.322733
-7	-25	13	13	-94.958342
51	10	20	-34	-60.374767
0	1	1	-13	-15.475936
-2	15	13	0	-14.242988
5	-16	24	-17	-74.694052
0	21	17	-12	-16.763817
9	-12	37	39	-59.605701
-55	-8	0	3	91.473128
21	-13	-2	0	79.363384
17	-15	3	-8	9.598071
-31	-23	20	-51	-96.667379
-5	9	4	10	54.625080
-21	19	5	44	88.909574
-30	0	-2	-58	-93.023469
20	-12	-31	-50	6.796472
22	-26	-19	29	-91.723380
35	4	-12	-21	-84.533219
-44	-36	2	3	19.998779
32	-15	21	33	19.437239
-25	-6	-42	-31	-21.439253
5	-3	-45	-17	92.645039
1	-56	-55	20	-62.376782
3	6	42	6	96.325571
11	-12	-38	38	-78.759117
-4	-38	3	-10	-1.223792
-2	0	-10	47	78.832362
-53	2	-6	-38	79.473251
4	-22	42	3	83.574938
-8	0	7	-14	-53.263955
18	15	10	-6	28.922391
-7	6	6	4	-32.694479
5	-21	38	8	-66.905728
34	-10	-24	-43	63.658559
21	-18	-29	15	38.273263
-25	34	54	-23	15.787225
-33	-9	22	25	-15.707877
-7	6	21	-7	-59.514145
29	42	-49	17	79.271828
-1	-17	0	-1	-55.204932
13	2	36	-2	59.813227
14	-8	-36	21	-27.683340
24	9	-51	19	-73.772393
-35	40	1	-40	24.185919
-2	-37	-49	-10	-24.161504
32	-28	-35	-28	34.067812
54	-18	-42	20	-31.900998
-4	1	-14	39	32.413709
-21	-22	12	29	-69.664602
-26	35	9	12	-7.736442
-11	-7	8	19	35.465560
11	-33	-2	-2	-50.749229
4	-2	-11	5	81.615650
-45	-19	-19	-14	-98.699911
15	44	3	-8	-50.511185
-20	-3	-23	-32	-93.914609
-19	0	-3	15	78.014466
3	12	4	8	73.436689
-1	10	1	-41	-70.867031
-5	6	37	-38	26.218451
36	-6	-17	22	73.448897
-24	-46	-12	38	-87.731559
1	21	28	5	49.388104
8	48	-11	35	-17.789239
10	-20	-25	-7	34.122745
19	31	2	-19	30.289621
0	0	-42	-35	-23.831904
29	35	10	-23	-13.547166
23	-26	13	-9	23.056734
12	50	-22	-18	29.337443
48	6	10	-9	38.523515
-8	-2	-3	30	-12.741478
-55	16	-34	-6	68.370617
2	3	-7	-46	-93.511765
-9	-32	20	-35	-25.260170
55	3	-24	-36	-41.489914
-27	-4	-3	0	-35.935545
-18	9	42	-11	-97.259438
-7	16	-49	-18	-54.289377
-4	-23	-3	-1	41.782891
39	23	28	-20	-71.727653
-12	39	-31	-31	32.963042
-9	0	-44	7	38.865322
-16	-18	5	12	24.515519
-12	24	-8	1	86.400952
17	-25	0	25	7.663198
13	1	18	28	67.149876
-21	-22	-21	-31	84.630879
-18	31	19	-15	-18.753624
12	-30	26	2	57.115390
-2	-32	-6	38	-4.452651
-29	-14	-5	3	53.550829
17	-33	11	-24	48.039186
-7	50	7	26	73.650319
1	13	4	0	99.340800
14	20	-45	-3	-3.140355
15	-14	17	-45	-20.645772
-2	-10	-54	2	98.797571
8	-3	20	24	-7.895138
15	6	-1	-8	-58.580279
-8	-8	-7	-2	31.424909
18	0	-37	-31	-24.942778
8	-11	0	0	-86.333811
45	18	-11	4	83.452864
22	22	25	-53	-24.961089
0	-2	55	11	65.794855
35	10	0	-15	3.994873
29	13	33	35	45.243690
-27	29	-11	-5	36.393323
-43	6	51	-4	94.738609
0	-4	1	22	-6.686605
39	-15	-37	5	6.540117
-15	-18	54	-21	-49.247719
-19	-11	2	-19	-92.577898
-41	9	-32	30	-5.233924
22	11	0	0	27.353740
-4	52	3	2	-26.755577
-9	-14	-13	-11	-78.740806
22	-11	-17	-25	66.673788
0	-52	17	47	74.169134
-30	-32	5	1	-91.540269
-41	-8	25	-15	23.685415
-32	-6	-20	43	87.273782
7	6	19	-12	-40.311899
-53	-23	0	0	93.926817
6	-31	0	-1	51.719718
17	-19	-11	0	58.580279
1	16	-47	-9	-63.621937
-41	-18	1	4	85.369427
17	6	-6	21	94.317454
24	2	43	-7	84.185308
11	7	11	-16	-34.153264
28	15	2	-8	4.519791
-46	23	39	-30	4.336680
-33	-40	-43	0	-51.329081
18	18	-30	6	9.897153
-10	39	27	-8	27.591784
1	-7	-6	-2	-36.545915
54	-24	3	4	-14.255196
-23	-24	-27	-35	-65.916929
-3	-42	6	-4	-48.576312
0	-6	19	52	-98.541215
-10	8	48	32	69.316691
5	2	34	-1	65.074618
30	49	-50	27	85.509812
36	-34	10	-10	40.031129
22	18	-49	9	18.057802
-40	-18	-44	22	56.547746
28	-28	44	-7	74.578082
15	-5	-17	-39	-48.881497
-13	1	-24	-48	-2.383496
29	30	0	2	86.205634
-54	22	34	12	53.349406
-10	-23	20	48	86.962493
19	-22	-1	-7	-45.628224
27	27	19	-28	-35.911130
-5	-7	-10	8	-51.493881
-16	14	46	20	-75.475326
43	3	-15	-4	-62.804041
-5	-8	21	-17	83.507797
28	-22	-34	6	34.183782
-5	-17	-56	-1	-94.317454
-13	-14	10	2	63.261818
10	41	4	1	45.719779
-13	4	21	10	-52.793970
-37	-9	-13	0	54.325999
-1	-35	-10	-3	-15.713981
-7	-44	-18	-16	89.794610
-1	0	32	27	68.407239
-19	3	-7	-29	51.676992
15	24	-3	-5	9.427168
26	-13	15	16	-41.288491
-3	17	-10	-7	76.128422
21	-12	43	-16	-58.995331
39	-27	41	25	-66.887417
-3	26	19	-8	-21.713919
46	-10	-47	2	13.339640
20	-37	-4	-21	-20.542009
-6	-9	22	5	63.811151
4	39	-2	0	29.209265
-27	26	41	-4	44.456313
44	33	4	30	-46.378979
2	-22	24	-13	-65.581225
28	-11	0	0	37.467574
-32	4	20	-1	-84.081545
31	21	-13	45	32.645650
18	-31	-21	49	-14.670248
42	12	-23	18	70.952483
-32	0	8	-20	49.998474
11	55	0	2	-24.137089
5	-5	36	23	-69.792779
-17	4	-24	-14	65.526292
7	2	-23	9	76.726585
-12	54	-29	46	96.362194
34	-40	56	5	-56.608783
-14	-1	11	1	20.175787
-47	36	30	-24	-52.507096
-24	-40	29	-33	-72.508927
7	6	-35	17	68.675802
9	48	11	49	-71.123386
46	21	-9	35	-1.821955
-9	-1	-42	-40	61.064486
-38	5	11	44	56.035035
29	-17	-15	34	39.890744
6	-5	-45	-33	-21.616260
37	21	24	-5	-43.668935
16	-20	20	15	40.507218
19	-27	-10	55	-91.039766
-4	54	-14	11	-46.427808
32	-14	-35	-13	73.473312
0	52	54	15	-41.550951
-10	-31	22	0	32.724998
-18	52	4	-10	48.625141
25	-10	-20	25	-49.967956
-15	22	-47	-11	76.512955
5	-10	17	-16	-60.075686
3	4	-2	-18	1.113926
-34	33	-4	-9	-40.903958
-16	-17	19	-52	47.404401
41	24	39	31	-27.689444
3	-27	52	2	-10.397656
-19	50	-18	-42	14.383374
15	46	-12	-44	-43.540757
46	-28	24	-11	96.990875
-23	-5	7	4	-0.338755
-2	-1	-24	-10	81.005280
-12	-34	13	6	-77.861873
-8	7	3	21	-55.565050
14	-16	-4	46	-96.826075
17	12	1	0	81.756035
9	5	-30	35	-44.920194
1	14	-1	0	51.658681
-3	32	8	32	34.678182
-1	48	23	-6	-58.079775
-16	22	-32	-6	-63.597522
-17	20	-10	-14	-12.839137
-10	38	6	35	72.331919
-45	0	15	-26	96.240120
-3	3	-25	51	13.516648
-1	-5	2	3	44.853053
-13	-27	-37	25	52.067629
5	39	-14	-35	-9.231849
-13	43	-12	-16	-0.778222
0	27	22	47	-50.743126
29	-33	28	34	23.184912
9	-15	-32	26	53.117466
-39	-10	-6	11	41.898862
20	52	-18	-5	-14.859462
-7	6	21	33	-58.616901
-7	33	20	-9	9.360027
-25	22	-11	2	-61.375774
-5	-35	38	39	40.562151
-12	29	-36	-41	-22.513504
-2	-31	13	46	-2.560503
10	7	27	5	-84.032716
31	30	-2	27	33.530686
-22	40	1	0	-65.288247
9	29	-26	-36	-13.510544
11	26	1	-2	32.981353
0	-10	28	38	85.070345
-19	14	45	-37	15.927610
15	-5	21	17	52.299570
11	14	19	1	74.254585
58	-2	-18	-53	8.609272
-18	35	14	-40	-25.174718
-46	24	-33	38	66.380810
20	-34	56	-8	-91.869869
-26	-33	-24	16	61.461226
43	32	36	9	64.677877
49	-14	-12	0	79.338969
-21	-24	-10	-8	-44.535661
-37	-28	0	0	-45.927305
11	1	-6	4	48.136845
40	42	46	0	86.034730
-26	29	31	-25	-74.309519
-21	-37	-10	22	24.344615
26	28	-22	-24	-2.816858
7	-3	-1	-10	-16.586810
-16	-43	1	-1	75.493637
-42	10	-32	-11	24.558245
-9	-27	26	-38	99.493393
0	1	33	8	-6.338694
32	-21	23	-50	-78.130436
10	40	-38	38	-20.035401
-33	9	-15	-8	-56.260872
11	-23	-28	50	-62.321848
59	-6	3	45	77.538377
0	0	11	13	-82.616657
-18	23	-6	41	85.668508
0	-59	52	-13	12.399670
-41	-10	0	0	-0.833155
-19	21	-6	-32	-38.547929
0	-7	8	13	92.626728
33	1	22	9	4.824976
4	-23	-1	0	29.624317
-9	-2	-12	53	72.887356
44	-14	0	0	11.484115
-1	-51	43	-29	16.751610
12	0	-11	-51	57.335124
-28	1	50	11	-4.000977
25	-31	37	19	82.525101
-27	16	35	24	-14.206366
24	41	34	1	-15.579699
49	1	12	-34	10.385449
-49	32	-18	53	53.740043
-27	-20	6	31	64.452040
-17	-1	2	-28	93.255409
-1	0	-32	-44	9.805597
-7	1	-20	-19	37.485885
-3	-7	26	-32	-40.134892
30	-12	-28	29	97.479171
44	-8	-17	-20	84.270760
-2	45	29	29	86.535234
35	-35	24	5	-22.727134
2	3	28	-47	-72.002319
-6	4	-50	3	80.742821
-22	3	51	3	15.598010
-47	-12	22	-53	79.088717
-44	-12	43	4	-43.198950
-37	0	-25	-39	98.254341
32	15	32	25	-48.002564
-2	-3	21	-26	-9.530931
-17	40	-34	3	85.253456
-23	21	13	26	76.329844
-24	-14	27	-29	0.369274
37	30	-49	-25	62.804041
-3	-3	42	12	-72.283090
15	-3	8	10	-0.198370
-23	-32	-15	-26	-60.197760
-25	-5	-7	-6	74.492630
26	40	-5	-8	48.136845
16	27	55	-6	-74.279000
33	22	10	-22	-80.120243
-8	-27	-1	55	39.457381
2	39	30	-4	-3.073214
7	-1	10	35	1.406903
-30	-26	36	-33	63.786737
-25	18	-5	-14	-81.591235
48	15	3	-7	-68.706320
-12	4	-7	-4	-95.831172
24	27	-30	-8	-32.590716
5	-9	-37	7	69.750053
28	-29	-23	-41	-98.608356
-40	22	-31	19	33.359783
-17	17	-32	-14	69.933164
9	-8	25	0	-76.354259
-44	-15	39	27	17.581713
-8	7	8	-13	68.138676
0	0	8	-40	61.961730
-8	-19	3	14	-8.633686
7	-21	7	-11	-22.476882
12	29	-28	3	-46.867275
11	-7	-34	-23	79.650258
10	-13	24	-17	26.212348
-8	-31	11	19	89.434492
-33	-27	-2	56	97.784356
48	-18	-2	6	61.882382
33	36	1	0	4.263436
20	28	10	-20	89.757988
-2	-35	15	-10	-99.890133
-31	-1	6	-45	-20.877712
-29	-12	4	9	-57.090976
-4	-5	16	-1	-46.537675
-32	12	-48	20	74.205756
31	20	-40	-31	7.968383
-41	-5	6	-3	-86.370434
-10	52	19	-33	-71.849727
-32	6	-48	16	-12.759789
40	25	0	0	-67.430647
-15	42	-48	14	-94.964446
42	-31	-41	12	-76.763207
2	32	-29	16	-87.298196
24	19	17	-6	-45.579394
-39	-36	-26	-28	92.675558
21	34	0	-1	85.460982
29	-45	47	-30	5.795465
-17	0	46	-16	-8.578753
-12	-50	-39	19	-28.373058
-11	-41	38	18	91.955321
-4	45	31	-34	-92.675558
-2	2	21	-39	47.770623
19	-2	6	-25	-7.785272
44	30	-17	35	-32.224494
13	-4	-20	55	-69.945372
5	-35	-27	21	-99.633778
8	15	0	19	-27.811518
-19	18	-14	20	-23.050630
4	-15	-27	7	-38.712729
-29	9	13	46	40.641499
19	-2	-19	14	47.886593
7	7	57	-3	76.940214
-11	-30	3	-19	71.141697
-3	43	3	0	16.049684
-8	18	36	17	51.329081
18	20	-31	-28	10.812708
-38	36	12	56	-32.309946
-5	-18	-36	-35	83.971679
-21	25	-26	-51	43.559069
20	20	-10	-8	-15.536973
-11	-6	-18	-13	-7.083346
-24	-12	46	35	20.279550
18	40	40	-11	56.010620
-12	28	28	15	-18.698691
6	24	-24	8	78.917814
-54	-12	-7	39	75.127415
-7	9	24	-46	-22.769860
7	-3	-23	45	-30.185858
2	-43	-35	39	2.664266
5	-8	5	5	-82.805872
37	-17	7	11	-64.641255
36	-37	-3	-34	4.794458
-21	17	-31	1	-41.264077
0	-2	-2	-7	85.930967
-30	-34	4	-11	42.851039
-28	5	58	5	-35.947752
17	30	-20	54	82.879116
-17	3	36	31	-86.364330
-40	-12	2	-29	66.100040
0	-3	-23	11	-8.944975
-30	36	-4	-8	-87.835322
14	-37	-43	-4	-15.506455
27	-47	28	20	56.602680
8	19	-49	28	35.148167
10	40	33	47	73.137608
-5	-14	-42	19	-11.935789
-6	-20	-12	40	56.938383
46	-35	-25	-43	-52.006592
-40	-7	-2	17	60.686056
-14	29	-50	24	-27.127903
-17	33	35	14	-25.528733
-26	-44	40	11	-36.655782
-29	25	-22	-1	-91.430403
-22	-15	-27	0	-70.067446
43	6	47	23	-97.900327
3	-3	0	12	-79.534288
37	12	-2	15	-80.242317
-48	-2	9	17	53.263955
28	-8	-45	14	-83.611560
-6	-4	55	15	30.259102
-19	12	20	12	-80.260628
7	-40	52	3	23.245949
34	-3	31	-39	-69.200720
-31	-3	29	-7	-38.853114
4	-8	-35	44	92.809839
16	-12	-2	0	21.762749
-21	-14	9	-14	-39.707633
-57	17	-3	1	-27.646718
3	13	-1	-15	-67.265847
-13	0	36	-43	-64.903714
37	-10	22	-44	-71.544542
4	0	9	-49	0.637837
46	-24	13	-23	89.257485
29	-41	-32	-21	48.509171
-9	23	-54	3	-93.224891
35	36	-7	50	-8.651997
-18	20	-16	10	56.437880
-27	-15	12	-43	-90.673544
-2	-2	-18	-24	-11.868648
-4	34	43	-34	28.855251
40	3	1	0	41.184729
-3	0	2	29	97.882015
-7	29	-13	-33	-36.606952
-41	19	19	39	-26.529740
23	19	-13	54	-84.636982
-10	-4	-33	7	89.153722
-4	8	22	47	-64.079714
4	0	-27	-13	20.505387
2	1	-34	19	45.353557
1	-5	-24	-1	34.965056
59	-6	22	32	-58.189642
-52	8	8	-7	-67.485580
-37	12	-8	16	15.378277
36	26	12	45	-17.178869
9	41	-1	0	-11.038545
-1	26	-27	26	66.222114
21	-22	14	53	-79.308451
9	-18	7	0	-43.852046
30	10	47	-23	-6.558428
-9	2	-4	-29	-36.191900
17	11	-25	-6	98.681600
28	40	34	34	-80.645161
10	6	-12	-1	90.002136
-48	28	-36	18	54.045228
-8	34	-28	27	12.845241
32	-6	-50	0	-71.520127
32	-29	-11	15	34.452345
6	2	-17	57	-72.069460
-47	-33	32	30	45.927305
8	56	-23	24	21.610157
19	-28	-1	0	-52.000488
-13	29	-44	19	-92.510758
57	14	2	-5	-67.882321
9	-3	44	38	-66.222114
-16	0	5	22	-21.280557
-36	-36	25	4	26.194037
-52	9	18	4	-29.606006
0	-6	9	30	-0.674459
-22	13	14	28	0.930815
-58	0	-55	16	-32.206183
-6	-1	37	30	79.674673
-55	-3	14	0	32.621235
-12	19	16	17	-11.435286
5	-11	1	45	6.747642
13	0	-7	32	-42.332224
18	25	7	-46	23.349712
37	43	8	-26	-33.896908
12	26	24	25	3.970458
-19	-18	45	-16	-93.102817
-7	-26	34	43	74.913785
0	1	14	5	1.571703
-5	7	-3	-50	-61.943419
54	-5	-47	21	16.653951
-11	8	31	42	59.300516
2	12	31	-6	92.046876
-41	26	-26	37	-26.291696
-39	-42	-17	-10	21.189001
-5	0	8	27	18.692587
-9	0	-5	-3	51.969970
-35	9	-2	2	-91.308329
-23	38	-17	20	58.018738
28	-24	22	-16	65.276040
5	2	33	8	-26.615192
-5	-12	-16	13	-16.617328
-12	13	-14	20	-85.253456
-30	5	-35	8	-39.768670
8	5	0	-22	26.090274
52	17	-12	-7	17.154454
19	5	18	-37	-5.233924
31	-16	-5	31	-3.866695
0	-10	21	14	20.865505
-36	29	-3	7	-20.731223
-14	-27	-1	45	-64.610736
34	39	20	3	-67.394024
-6	46	16	8	-43.058565
-30	10	-2	-4	-85.137486
-19	-32	22	41	-33.439131
-8	2	-21	13	-18.411817
-40	26	-2	0	16.055788
-36	-44	-2	-11	41.471603
34	31	-46	7	-63.212989
3	-37	54	8	23.728141
0	0	11	23	53.923154
-23	-43	7	-5	8.224738
-25	-29	3	5	-85.491501
-2	14	-56	-3	15.640736
10	17	4	-50	32.084109
20	34	35	22	78.807947
16	55	-2	0	-40.000610
10	37	8	-44	-56.663717
6	-51	-10	-16	-80.462050
7	-6	27	40	-34.861293
-20	16	-17	-3	-21.433149
-2	0	6	8	92.071291
-2	-1	-46	-24	-51.908933
8	-2	31	16	16.385388
12	-3	5	-4	-22.647786
1	-10	5	-7	-33.268227
-6	8	0	27	-80.663472
12	-56	-6	25	-50.059511
-25	43	24	-4	-96.917631
0	13	5	-37	-38.865322
-50	10	-17	-41	93.261513
21	49	-7	-10	-50.962859
-17	0	-7	22	64.934233
-24	26	21	36	-72.710349
-32	-17	-36	14	-43.711661
13	-32	13	-11	-11.307108
-37	-15	37	19	77.361370
-16	-15	3	-22	-29.245888
0	-49	34	18	-9.982604
31	48	-2	-2	-91.296121
40	0	47	20	17.099521
-37	4	-11	25	-34.354686
5	17	12	23	34.226508
-34	35	2	48	73.674734
13	-8	-1	8	79.668569
-9	-5	0	0	30.948820
-3	-34	14	26	-10.415967
12	5	-2	28	-75.475326
-7	-6	-37	41	-28.586688
46	33	-2	3	7.998901
-44	-8	28	23	-66.643269
10	33	25	26	-93.011261
-15	2	-3	-51	-33.829768
41	16	44	6	83.184301
-22	-18	-4	21	-48.503067
-56	-9	-19	2	50.096133
-2	5	49	2	16.483047
-41	-9	-3	-6	-29.526658
-10	19	-1	2	65.648366
-34	31	42	39	-46.269112
0	-37	27	22	-30.582598
8	-42	38	-44	-29.270302
54	11	-35	8	-10.971404
4	-32	55	-19	37.015900
48	-16	-41	3	-81.066317
9	53	39	31	93.615528
-4	-11	-6	-19	-85.552538
14	5	24	-15	-94.524979
0	26	17	0	96.868801
43	29	13	-54	15.756706
-3	0	-41	35	-45.939512
-38	-6	-39	31	-59.514145
-15	35	-42	14	-53.520310
-15	39	-2	-10	68.852809
-21	-50	9	-23	-47.868282
45	22	30	48	-56.254769
-28	33	5	0	11.142308
-1	2	-8	-28	-62.273019
3	13	-30	-23	-41.538743
-14	0	1	12	-30.332347
50	15	-5	-3	-17.960143
37	11	-23	-35	-5.398724
28	0	-6	14	75.157933
10	7	-40	18	47.880490
35	44	21	23	99.932859
-33	27	7	38	-86.162908
-27	13	-2	-15	-53.056429
-10	-33	0	4	-42.625202
-31	-34	-34	45	65.025788
-36	-38	7	4	83.886227
24	44	-5	-17	-59.306619
15	19	6	45	-8.352916
