4000
4	16	45	-37
13	19	-4	-18
0	11	2	-3
4	1	-2	4
-20	-41	0	1
31	-46	0	-1
-15	-14	8	21
-37	-44	-6	5
-30	6	-6	-6
-6	-2	-27	23
4	-29	18	29
1	-21	-32	28
1	13	23	-8
-37	14	1	-36
16	-57	-26	-45
24	7	1	26
37	-23	-2	-11
-29	-11	-9	-12
40	-39	-50	12
6	-3	-19	-30
-6	9	-17	-16
-53	-17	18	-23
14	-7	13	-43
11	10	-2	-20
3	-1	20	20
0	33	9	-4
16	49	20	4
-38	6	-41	-17
12	23	27	30
-10	35	-2	-7
36	-20	0	17
-9	10	48	-31
-51	29	-2	-1
0	-2	21	-2
48	-32	5	-2
-9	1	4	-20
-8	7	30	23
15	-27	3	5
3	12	-22	1
-25	51	28	20
13	-21	-26	-23
-14	40	31	-50
-6	-24	51	-3
41	-10	-9	45
1	4	17	-4
-11	16	-9	5
1	-9	-5	-34
-1	0	31	-19
19	36	-28	-3
14	3	6	-24
23	-37	0	0
18	2	-12	26
-3	4	13	-14
37	10	14	-9
14	9	7	-1
-27	-42	3	37
26	-14	-28	29
2	10	-8	3
49	21	25	-24
4	-52	-9	5
24	31	1	-3
24	54	-17	22
5	43	50	10
-4	47	0	23
42	41	50	13
51	25	-34	-34
-5	-12	-4	17
-7	11	-30	25
-22	31	-27	-9
44	10	6	-59
0	-4	-19	3
8	2	-36	28
-25	33	11	20
53	-24	-13	-1
-29	-4	30	6
2	-1	-25	47
-6	13	-11	-10
14	-8	-12	5
-5	-14	-26	-35
-1	-3	-41	26
-7	-32	4	10
23	18	-20	-4
50	-16	9	-11
23	39	37	-19
-2	-40	-17	-50
28	-24	-16	42
30	-46	-11	52
39	-11	-14	10
33	-46	-2	8
36	-4	13	-10
-20	-7	1	-42
12	18	6	4
5	1	-17	-3
-45	17	-43	34
27	-19	-48	11
26	-28	18	10
-24	-32	-20	-26
17	-4	8	6
13	17	20	-53
-1	8	20	7
-3	40	4	-6
23	21	5	51
-31	-18	-53	3
-1	22	40	-39
-8	27	27	0
25	-4	-15	2
1	1	28	30
59	-3	0	24
-1	-2	7	9
-3	-33	-4	-12
27	26	36	-23
-39	-24	-18	35
-1	6	4	28
-7	11	-17	0
-29	-21	24	45
-1	-48	-14	20
10	-5	-30	-48
23	28	42	-28
-5	36	30	12
-17	32	-1	14
-33	-34	55	-6
47	-6	0	1
18	4	-24	36
-25	17	-29	9
3	17	-13	40
-27	50	17	5
38	-1	14	-33
-12	-21	0	0
-23	31	23	10
-9	6	-49	3
35	-33	-19	35
5	-5	-52	-25
18	15	5	-32
18	20	-32	33
6	5	-28	-16
-46	18	-25	-53
-16	37	-16	-57
0	0	-8	18
-5	-17	44	-27
29	12	-14	-54
9	-1	25	-15
-14	33	0	0
11	-5	-23	-27
11	57	25	-12
46	-6	-9	-10
-12	-9	-1	-2
0	-37	-10	-5
-1	-49	2	0
12	-49	1	0
16	23	-38	0
-12	1	-30	-37
-40	1	-1	0
13	0	7	22
-9	-15	-47	-28
-41	22	-23	1
14	-6	46	-26
26	-2	41	3
-4	26	-1	12
-19	6	28	36
7	-33	-5	-18
-43	-13	-18	-3
5	25	-2	0
-6	-11	-39	-32
-31	-48	-10	12
-21	-1	3	41
-29	33	-22	6
-9	-13	9	-8
-16	22	-31	-7
48	-16	34	22
44	-15	-22	-32
59	-3	-6	3
12	-22	-38	34
22	19	1	-1
54	-18	9	-27
-9	-15	24	-34
-34	-39	10	-7
-35	-19	-1	15
-4	42	19	24
16	3	-28	4
50	-10	41	9
0	47	-6	-2
-56	4	41	-5
-1	0	-43	-35
20	51	9	8
31	-41	-1	20
21	33	-31	36
35	-23	10	35
-16	5	-23	-7
-33	-9	40	-25
-3	1	-9	-29
-29	-37	-14	1
-21	51	-50	31
-21	-7	-33	-20
-15	-38	-25	21
0	-2	-50	-18
-28	34	40	20
10	-41	-20	-12
22	24	-43	19
43	-19	5	2
21	-32	21	-37
-1	0	4	0
-14	4	22	12
31	-47	6	-53
-10	39	-14	-3
21	-55	-21	0
-5	2	-3	1
10	1	1	6
7	9	3	10
-31	1	-22	-33
-13	-6	44	18
0	0	-11	14
-41	37	-39	-45
-8	-46	-9	-26
-36	-44	3	2
6	6	42	28
-29	10	16	-33
-16	-52	3	-39
-40	7	46	37
-14	43	31	-36
-22	-23	0	2
3	-1	48	19
-4	-2	21	50
5	26	42	-27
0	33	9	14
56	14	-27	27
-21	-10	45	36
4	54	7	26
-50	-3	34	26
-17	-15	27	36
-20	20	16	-53
1	-2	-8	-4
-8	27	4	-3
24	-7	-5	-24
10	-5	0	0
3	33	39	0
-23	7	3	10
-31	-22	50	-1
49	33	-9	-30
10	20	-9	55
-6	-57	54	14
56	-18	-36	-16
-14	-13	14	-8
-39	-28	44	-29
-2	28	-1	0
-22	17	33	3
-8	6	-24	37
-3	47	-3	-24
13	13	-40	30
10	-3	-10	-5
5	5	9	14
-30	42	-32	-6
7	0	39	-18
22	-17	3	-29
20	-29	2	16
19	19	-12	-32
-1	1	38	-7
-7	-51	-3	-8
-49	-9	1	-11
5	0	17	12
-14	-2	-23	-24
11	-23	10	32
-13	-5	4	-31
-17	-21	12	48
-5	12	-15	-30
11	44	13	-29
33	20	23	-38
-1	-42	1	1
30	10	-27	-27
-40	12	-36	-19
20	-34	10	-49
0	16	38	16
0	19	48	26
-33	0	20	19
16	43	13	8
34	9	-1	32
-13	-7	13	5
6	7	-19	9
-37	-1	14	-2
-5	-12	-18	-10
-38	7	-10	-12
-3	-1	-51	27
-9	-58	58	4
54	-21	2	5
6	-36	-38	-15
35	2	-8	-8
2	0	8	-38
-57	3	3	2
-1	0	0	-15
-18	15	-37	10
-8	40	-30	48
-8	15	-35	11
0	1	4	15
3	0	16	7
-5	-2	-32	23
-30	17	38	10
3	-22	-45	-19
1	2	33	2
-51	-8	11	-30
48	0	40	-9
-24	-14	1	2
17	-11	3	-10
2	39	-42	12
31	-16	18	41
49	-5	33	14
33	-12	-6	0
38	8	-19	54
10	23	31	2
34	8	-39	34
-38	-24	18	18
-2	-30	-39	21
6	-21	-15	-13
-1	12	-20	8
27	-44	3	51
58	-9	-16	-8
12	3	-24	-7
-27	41	-47	27
38	-1	-8	-39
20	4	-54	16
-11	-20	-12	-11
8	4	-28	-44
-32	-46	34	-8
2	3	12	38
-58	-8	-47	-3
41	6	-2	22
-23	50	-43	-14
41	35	12	2
0	0	-16	19
31	33	-1	-19
8	1	39	-40
4	-3	9	-7
-20	-2	-16	6
-20	38	-30	-19
39	-9	-6	-37
-11	17	14	1
-5	-7	-5	-6
-13	4	-9	-10
-20	-2	-26	52
12	-15	42	36
28	31	-53	-10
8	33	-57	16
46	8	39	-12
-16	-15	17	0
2	-12	-14	-55
0	3	16	32
45	-30	-3	-7
-46	9	-39	38
46	-29	11	0
-9	-15	23	-1
-52	7	-46	-5
0	-8	-49	-11
0	-12	-5	-10
-36	5	3	-1
16	-35	20	44
3	-17	30	-8
29	39	13	9
-10	-3	-43	-33
0	0	5	-11
49	23	-21	31
5	2	-41	-31
-32	-31	-48	-27
-15	28	17	9
-6	9	11	-26
16	33	-22	35
-34	-31	-8	57
-46	-18	13	55
-6	-5	0	0
-3	-15	30	-8
18	29	-3	-34
41	4	-14	9
-13	21	31	4
33	25	-8	-5
-22	49	-36	46
0	-14	-40	-30
20	37	4	1
38	-41	-1	-9
-3	-53	-16	10
-36	31	-1	49
1	-12	0	-8
52	-20	26	1
0	1	-3	52
-9	11	18	7
-16	1	-1	16
13	9	-13	-19
7	22	-36	19
-28	-23	19	0
-12	28	-6	-7
-15	44	9	-37
-16	30	-28	30
19	18	-2	-19
26	-16	-3	-11
-3	-12	4	25
5	10	-19	-49
-7	-6	17	-11
24	-29	-42	11
-49	-22	-36	16
-3	-55	-44	-8
18	-8	4	41
40	21	16	41
0	0	-32	0
-2	40	47	4
24	-53	-17	54
-43	-4	-19	-1
-9	-34	-8	-36
18	-52	32	-28
-33	3	1	12
3	-19	43	-15
-28	40	29	51
34	-18	21	20
-2	8	0	5
2	-34	-40	-22
-1	0	-19	9
0	37	-28	-9
-20	27	-53	9
-2	43	-13	-24
8	-47	6	9
12	20	-41	-3
21	26	5	48
-20	-16	-2	35
-13	5	-23	-46
-18	22	-35	14
29	40	55	-2
-14	51	19	-34
-5	55	-17	-40
-31	-3	-45	1
-46	-30	47	-31
17	-10	3	19
-36	-5	27	21
-6	-4	-2	18
6	1	28	32
-38	0	10	2
1	-5	-21	-34
-46	4	-56	4
0	28	-17	19
2	-14	0	8
-12	-5	-13	-48
6	-19	-13	3
31	31	-11	-12
4	32	20	19
0	-34	0	-50
-17	8	-17	16
54	8	19	6
-55	-13	-39	-24
-19	51	-48	9
2	-33	44	-2
-17	42	-53	15
1	36	-35	-2
52	14	-20	47
53	17	-2	-2
-4	20	-10	3
-40	-23	13	0
-29	50	0	0
25	-11	-38	12
2	10	-21	32
1	-4	-20	-3
33	-15	6	12
5	-29	9	5
-40	5	5	-59
-3	-15	27	3
14	-10	-18	17
-6	-4	1	6
34	-46	18	14
-53	22	27	-29
7	33	-29	2
-3	-29	-4	1
-21	50	14	11
-18	-22	6	-10
17	36	-6	15
-30	32	-7	1
16	0	13	4
-16	-26	47	-18
-4	-6	9	-25
-40	29	-28	41
-36	16	-14	-24
-3	-54	-25	-14
40	16	-7	26
3	-52	-27	39
-5	31	-44	-34
-23	-9	0	4
-10	-7	7	-26
-2	-10	-29	-21
34	30	-8	2
-9	36	-15	-10
49	27	-35	-44
-33	-7	-3	-1
7	4	-28	14
23	-21	0	-2
11	-39	26	-34
31	-21	29	24
48	-34	-10	26
-23	36	44	-7
17	19	34	-9
30	51	-27	37
-45	9	-16	48
10	-13	4	-2
-18	11	0	0
0	-59	-7	18
-39	15	-7	10
-35	-6	-10	-2
-57	-10	6	-8
21	-43	-45	3
28	-40	9	-55
24	-3	-41	-19
-9	-3	-11	0
26	-22	-7	0
-2	-12	20	-5
1	0	11	14
-20	17	8	-1
-28	15	-9	-14
0	-1	40	-33
12	19	-7	1
-35	44	-5	15
5	-41	2	-4
-12	4	-26	14
25	-29	3	4
-6	4	-5	15
0	0	55	-10
5	-7	27	42
26	-1	-16	22
-5	46	7	-53
-10	-11	45	-11
44	19	6	-45
10	13	-42	-20
-10	-53	-8	-12
10	16	-23	-24
0	0	14	-8
-9	-14	5	-1
-41	32	-50	-21
-36	-30	-37	30
-52	20	-3	-8
29	-24	-4	-27
18	-17	0	-19
12	38	11	-23
-3	-1	-15	-35
20	-53	8	-27
14	24	3	9
-22	29	0	56
6	0	4	14
25	-9	-14	43
-36	16	-56	-3
-13	9	0	-58
11	3	-42	20
-31	-35	-27	49
41	31	-13	-15
4	3	7	5
11	9	12	14
-51	20	40	-8
-19	2	-13	15
4	22	-7	11
1	-19	39	-27
-32	33	24	0
11	26	-6	1
34	17	10	-42
0	0	23	10
-7	-32	32	6
-5	-53	8	1
-4	-59	3	-10
-42	-14	0	4
18	44	-14	-26
-24	2	-2	-6
3	32	0	-1
-2	-4	0	-48
17	-21	-45	-12
-8	-6	23	-1
-3	-5	-28	-13
28	-22	21	-10
6	-29	-12	51
-43	35	3	-4
16	53	18	-10
0	0	8	21
58	-11	0	13
-29	4	-26	-25
13	53	1	7
-17	6	0	-1
15	-25	19	-37
-8	-12	13	6
-2	-43	-1	11
-28	-7	-34	-10
-7	-5	6	52
-31	10	-25	17
-13	58	-1	10
-3	0	-3	9
-29	8	-57	10
-13	-4	-6	2
-59	6	52	-17
17	24	-3	-3
-4	-40	-16	-23
-2	-18	-22	15
-4	55	-4	42
45	35	21	17
0	-12	0	0
-37	-30	-20	-18
3	18	-42	-20
-4	-12	5	8
43	20	38	27
-8	43	17	55
0	-3	14	-13
-42	19	7	11
-19	1	-13	20
-5	15	28	6
0	0	-2	18
3	42	11	-27
-3	9	-26	20
-12	12	38	-17
-7	18	-43	6
-38	22	19	-3
-37	13	-2	2
12	35	11	8
0	0	10	-19
39	-28	19	8
-1	-10	46	-35
15	6	-25	19
-8	-46	32	-45
-1	54	-40	-23
-45	-38	-31	38
47	-23	-17	4
-8	-54	2	0
54	-14	-23	17
0	0	32	-27
-1	41	0	5
35	-33	-30	11
33	-42	33	-15
25	-37	-23	22
23	45	-14	-25
-1	38	18	-21
50	8	-54	-9
-38	38	-9	-23
10	-6	47	9
37	-2	-56	-3
-1	0	17	1
41	-41	-2	56
28	-15	-47	-18
-20	12	19	-46
-19	27	-26	-39
14	-57	9	8
54	-24	39	17
-5	-38	1	0
17	-30	-2	40
9	-16	45	19
-10	53	49	-16
55	5	-11	8
13	-9	29	-42
-9	-13	-31	49
15	20	-21	-15
31	38	-32	-26
-1	-24	-1	1
-32	-39	52	6
49	-21	1	32
17	-4	-39	37
-42	24	-10	-35
35	25	35	-19
6	22	-38	-28
8	-21	14	9
-27	27	9	2
-37	-16	15	22
-25	37	-11	18
2	-21	9	-1
-16	30	-17	20
-16	48	46	7
47	-6	11	8
4	15	-40	29
34	29	-6	29
-55	8	21	12
-41	-20	19	26
40	-2	0	5
2	18	-21	29
-34	-15	-12	-36
28	12	42	-8
32	30	-14	-1
-33	10	-11	-18
50	-3	-6	-21
-36	3	31	-17
-12	19	19	3
-9	1	-52	6
-5	-46	18	1
-21	-13	17	-29
4	-1	6	58
-19	3	-19	-36
-29	-10	-39	-3
39	-3	-27	37
-26	-49	-22	53
13	44	34	32
-37	16	-34	-6
16	1	-46	21
-2	13	32	49
-24	7	6	38
20	42	-11	18
-9	37	3	59
1	1	-36	-20
32	-34	0	19
34	-32	32	48
-12	-39	-27	-13
53	5	-21	-15
-19	-2	-15	-49
0	0	-38	-4
34	-21	-34	-33
-21	0	-24	21
-1	-41	25	-38
-1	19	15	-16
45	-1	22	13
-10	19	12	-9
16	22	-22	24
-43	30	5	7
-44	2	-3	-6
-15	-32	-29	11
-47	-20	-47	20
33	-7	0	1
21	24	-24	-1
-16	28	16	15
7	44	13	-54
1	-1	50	14
18	-14	-2	0
-17	15	27	-30
-19	-56	-1	1
50	0	-5	5
-6	-23	-3	-5
3	-16	0	-46
28	-13	43	-26
-24	28	-7	-7
9	-46	12	-17
-18	-34	57	-9
-25	28	39	6
-12	-8	-29	21
-23	-5	-29	-4
-53	-15	-42	16
9	15	39	-1
40	-42	28	-26
2	-20	-39	44
7	-41	-13	-56
33	-26	27	-15
51	-20	1	-1
15	10	0	0
-18	12	17	9
-4	15	4	57
-29	-2	-4	-7
24	11	-12	26
-13	-25	-9	23
-36	-2	12	-26
-11	0	31	21
7	40	-11	-10
4	24	21	-3
20	-5	0	-19
-1	1	-1	-5
-31	25	-3	-47
-18	21	13	3
1	-5	-1	-9
9	28	-18	2
12	-56	-23	-27
-20	25	34	-15
-34	31	-1	0
7	-50	-15	-28
-22	50	12	24
14	27	23	5
-12	49	-38	16
10	-4	0	-6
32	-34	-17	41
-8	7	-57	-5
48	-31	10	20
-5	-31	51	25
53	-25	32	-44
53	-8	-2	-1
-1	-18	8	-50
-16	-3	-7	-3
-30	3	12	38
-43	-14	33	-48
-5	19	-39	31
-12	-12	-21	-12
-2	0	6	-29
29	21	17	-1
15	4	0	35
26	-26	-39	4
30	48	36	-18
-22	-38	-21	-6
-12	-25	22	34
-11	1	-29	3
17	-4	1	-14
-18	-45	30	23
52	4	19	13
36	-27	26	-22
7	6	9	0
-12	-7	-49	-11
24	-6	-34	38
12	-11	-28	44
7	1	2	1
4	18	10	-18
-30	17	-2	-44
-38	-5	9	-2
-6	56	1	-1
37	17	0	-5
-2	0	-8	-10
9	41	-16	6
45	-7	1	-28
-35	44	10	0
3	-6	3	3
29	-1	-4	8
-10	51	28	12
35	-31	47	8
-24	32	44	14
38	-19	-10	9
-2	-10	-19	-1
44	26	13	-4
26	-38	-11	-22
9	-24	28	2
-35	41	33	33
-2	-11	-42	15
13	-18	16	8
-17	-13	-16	-15
-27	-27	14	-23
-25	-3	-51	24
7	18	26	17
-11	-22	-44	-15
-53	6	-19	-24
0	-7	23	43
4	32	-8	-20
-25	38	2	-5
-42	14	0	42
-17	2	-9	54
24	7	-12	-17
-11	24	5	-33
-38	-20	7	19
17	-6	38	18
20	11	30	-26
-9	29	14	-18
44	24	-25	18
1	8	12	37
-11	-50	18	4
-5	-5	38	30
45	-15	7	-7
9	-24	-1	20
30	-9	9	6
29	-29	9	-16
-6	37	-35	13
25	0	12	5
-59	-2	1	40
-45	28	-26	-22
5	-5	30	33
0	0	-30	-7
-16	1	5	2
-45	-8	-6	-34
5	19	-26	-9
0	20	-17	23
21	-14	10	22
-4	10	43	17
-9	-7	16	53
55	19	0	14
-37	-24	-34	48
-6	10	-2	13
13	-46	14	28
-18	-6	-17	-35
12	0	53	-21
37	42	14	-16
0	0	36	40
15	-54	7	23
-2	-4	9	0
8	17	4	-36
-14	-3	-14	-42
-6	21	34	16
10	26	18	10
-15	35	9	2
21	-8	-6	-55
0	3	-24	-52
8	20	-42	2
7	5	8	-23
6	23	9	12
-9	36	-13	52
26	-3	2	9
35	-2	-35	23
8	23	-1	-19
23	-13	-3	46
-36	42	-53	14
-14	-12	-37	38
35	10	0	-1
-2	-7	-28	19
6	51	-21	33
-8	22	33	-5
11	-29	40	-22
-10	-29	-44	-39
0	1	-28	15
20	-42	4	-4
4	1	-12	30
10	55	-39	0
2	11	-19	15
19	-16	5	-52
-38	-14	0	-6
-9	11	10	-1
3	16	-24	-49
15	-18	18	-2
8	-25	0	0
-2	-18	34	11
0	0	46	36
0	-12	-47	14
-13	-31	1	-2
-44	1	-1	5
45	-33	-33	-39
-20	38	12	-5
1	-12	-32	37
22	16	1	-6
-20	8	-17	-9
16	46	3	2
-16	0	30	0
-40	-37	32	30
0	23	23	30
-15	10	-8	-38
6	17	9	-24
10	-35	31	13
-11	38	-38	4
-5	-4	-34	-7
-8	-38	4	-11
-2	-23	13	-23
-5	-15	-7	24
-51	31	8	26
-45	32	18	40
19	43	-5	-26
18	-7	0	1
38	-21	5	-28
-12	4	0	-29
21	2	-1	-2
-18	33	15	-13
-20	-47	-19	55
-30	-37	-16	-49
-34	36	55	-11
-41	-15	-9	-14
-16	35	-23	23
18	0	7	13
-4	5	22	45
14	17	3	-9
-34	36	16	-5
18	30	-7	-1
12	10	14	0
0	-19	1	17
1	0	46	11
-1	-44	-5	54
-10	-56	0	-5
-15	-7	-2	7
-36	30	-14	6
33	22	11	13
2	4	-22	-7
50	-8	4	4
24	-30	42	0
10	0	21	-33
7	-52	11	-6
-8	-1	15	-27
-10	-6	12	-38
-37	17	43	-17
12	-3	28	-51
2	26	-12	-13
43	1	-7	-58
15	-2	-38	-17
51	4	0	-5
8	-49	3	-5
-27	4	23	-6
33	-37	28	14
5	39	30	15
12	-14	-30	12
-5	0	-40	25
9	-15	30	-32
-5	5	0	35
-35	7	28	-1
-32	11	-38	-11
-50	28	46	10
8	-46	3	2
22	6	6	2
-33	-3	-28	52
10	4	31	-46
-41	29	-21	39
-22	12	-35	43
0	25	36	-14
58	10	-10	10
-4	0	-47	0
10	12	-40	38
40	-28	30	-43
-54	-3	40	-26
-34	-22	-14	12
4	-2	31	0
10	-7	-27	37
24	-24	-30	-26
-23	-33	44	-18
0	-27	-28	-35
19	0	3	20
-5	-6	37	-4
42	-1	-16	3
-34	9	-38	14
-44	7	18	-22
42	-37	9	53
1	6	7	-17
15	-7	-22	-6
-7	-1	-3	-15
9	2	3	-28
11	18	-17	-49
-23	24	10	7
44	4	7	-1
-14	-15	-21	51
-9	-1	-5	14
-40	-11	-11	57
-2	51	-33	-23
14	49	28	-2
-44	29	1	-26
-3	10	45	-38
17	-9	-8	55
28	-26	7	-51
-48	9	-12	19
-12	-16	-23	-32
30	-22	5	-4
17	-37	32	46
0	8	-19	-49
50	-25	-22	16
-42	-23	-19	20
-4	-13	23	38
-13	27	43	-1
-50	-22	19	-40
8	-1	43	10
13	8	-4	-57
13	0	1	-35
30	-12	-2	-5
3	-27	-3	16
38	-20	14	-24
-51	-21	-29	0
2	-48	27	-11
3	0	-10	-26
-5	15	-31	-16
-38	11	-19	-53
-17	-46	17	41
11	-18	-19	0
-33	-26	6	10
-7	43	31	-17
-33	-23	17	27
-37	44	-51	4
-20	-14	-32	4
-47	-12	-32	-18
-20	-44	-16	18
35	17	-4	-52
13	14	-18	27
-6	2	12	-50
-14	15	-23	38
-44	5	43	16
-2	-5	-17	23
26	26	0	-12
-33	-16	-26	47
12	-55	-1	-4
-21	15	0	-51
-37	25	-8	-41
36	-21	2	-49
28	3	13	-30
1	-4	-3	-3
21	12	-4	-23
-13	-16	-29	-9
8	-22	-6	0
-25	2	8	-23
0	0	24	-38
42	33	-35	28
10	21	-41	-39
-53	-18	0	-5
17	0	-20	-27
12	30	14	36
15	46	-4	2
-15	-38	45	-36
-6	21	-11	41
-10	7	-33	14
-34	-26	-25	-7
-4	3	-27	-7
-14	-16	-12	-48
-23	49	-31	-21
-19	10	9	7
-26	52	-24	-15
-8	-40	10	0
-10	20	18	-29
-6	4	41	-25
-37	11	3	-9
43	-15	25	-12
15	2	-2	13
9	8	-12	22
-18	-6	4	-14
47	32	-5	-5
-24	-40	-6	10
-14	12	17	0
-26	17	41	37
33	14	-15	-19
-20	34	-44	1
-2	-22	-8	-2
-16	22	-2	58
-7	59	-30	-26
-13	30	34	-39
-36	-5	-37	-14
4	17	-8	9
34	-28	-34	-4
-46	-9	-42	-36
-11	11	23	25
-12	-18	0	11
15	33	27	26
5	3	-2	15
9	-18	-16	27
-15	-14	-33	-28
-24	16	15	-16
-26	-33	8	-25
21	-14	-34	34
-48	-26	0	0
-2	-28	-41	28
-29	51	13	-3
-32	26	0	-3
5	-5	24	28
3	-10	15	39
6	22	11	-9
11	-6	27	43
-7	-29	6	-3
28	7	7	-11
-9	-3	-1	-8
-6	-10	-26	1
12	-13	-14	-27
1	-11	28	41
-18	30	-3	0
-1	0	56	-19
-48	-30	-5	-16
-34	-18	0	-15
-2	0	-35	-35
-21	27	-4	7
-18	-42	-34	0
49	0	0	-21
-4	5	-3	-6
-25	29	16	-56
12	10	18	-26
39	-36	-32	25
-29	-48	-7	-6
34	-17	-41	2
24	50	30	16
0	22	0	22
-16	-26	-13	17
24	6	44	9
38	-21	12	-6
48	-29	4	47
-13	-8	30	12
40	5	-10	13
-26	42	-36	9
-1	3	20	21
13	14	30	-24
4	-18	1	-17
-12	-33	5	2
14	51	-47	35
38	6	-48	-25
-36	5	-46	-13
35	30	16	0
-31	-2	18	-50
4	39	14	0
26	-18	41	23
33	2	32	6
2	-4	38	8
-31	-38	-20	34
-3	7	11	-9
19	-23	8	-9
-29	29	0	-53
17	-4	20	15
6	15	7	-49
43	-40	-26	-14
16	-54	0	7
23	-10	-33	-11
46	-14	-4	-54
-19	-43	1	-32
20	-2	-25	-11
39	-14	-4	10
5	-6	37	36
31	-38	-2	-15
-26	10	-8	0
5	11	3	1
-13	-14	3	15
-10	-6	11	27
10	-3	32	5
17	-1	39	-33
-2	21	2	-7
24	33	22	6
-9	-27	0	8
-38	29	10	51
8	11	8	-8
37	-32	26	-8
-37	-28	45	37
-20	21	-21	31
-31	44	-17	28
-6	14	26	-13
-3	-11	-12	0
-52	-18	-2	-25
11	-34	23	18
-6	48	30	-14
-38	-22	24	43
-34	-2	4	41
-36	-1	16	-54
3	17	3	-30
-2	1	39	16
0	0	-26	31
-11	-36	-49	7
12	18	-56	-13
-2	9	-6	-2
34	24	-14	-7
-22	-5	-14	33
-20	10	-12	28
14	3	-34	9
-39	8	29	23
55	11	4	8
23	2	27	-34
-8	-3	11	56
-1	17	-8	39
7	10	6	-26
-3	-18	4	59
0	-15	-9	4
36	-37	36	18
-31	49	-4	-6
11	-10	4	4
0	0	4	27
-4	19	8	-22
-43	26	34	16
-13	22	41	20
21	47	0	45
13	-16	29	-42
-10	-40	3	-31
-41	-32	-3	4
2	-8	-36	-20
13	-8	-5	-2
15	52	-31	-25
-27	-36	10	28
-37	44	-19	9
-6	-38	19	-23
-12	3	8	-6
1	15	-58	9
-3	19	-20	-46
5	-7	-29	34
52	11	-21	18
-14	-46	27	-35
1	2	-15	-53
32	47	40	12
24	25	11	-51
27	-29	-11	-33
-4	-55	-10	-22
41	-40	2	22
28	8	15	-8
5	-9	36	-24
17	-51	2	48
-32	35	8	4
20	-31	-14	10
0	0	-44	-19
-11	-12	13	13
-21	-50	7	58
45	-12	3	19
-10	-43	0	-6
0	44	-29	6
24	-44	-35	27
4	-21	15	33
-17	28	12	-11
-42	19	0	5
-43	-7	-50	-29
-31	26	2	-10
8	44	-4	0
-27	30	-9	-37
-1	45	8	4
16	-41	45	20
-14	-3	-36	-23
-19	-39	-39	35
19	-29	15	-6
0	14	-31	41
0	-29	-33	-12
22	-45	39	39
2	-6	12	8
5	-55	34	-33
26	-10	-8	4
